ref_area,indicator,source,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_Q,2015,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_R,2015,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_S,2015,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_T,2015,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_U,2015,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_AGGREGATE_TOTAL,2015,55,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_TOTAL,2016,40,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_A,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_B,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_C,2016,7,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_D,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_E,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_F,2016,5,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_G,2016,12,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_H,2016,14,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_I,2016,1,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_J,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_K,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_L,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_M,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_N,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_O,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_P,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_Q,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_R,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_S,2016,1,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_T,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_U,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_X,2016,0,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_AGGREGATE_TOTAL,2016,40,,,T13:149_T14:153,S3:24_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_TOTAL,2017,43,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_A,2017,4,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_B,2017,1,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_C,2017,9,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_D,2017,1,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_E,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_F,2017,9,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_G,2017,5,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_H,2017,9,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_I,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_J,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_K,2017,1,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_L,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_M,2017,1,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_N,2017,2,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_O,2017,1,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_P,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_Q,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_R,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_S,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_T,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_ISIC4_U,2017,0,,,T13:149,R1:4005_S9:66
SVK,INJ_FATL_ECO_NB,FF:400,ECO_AGGREGATE_TOTAL,2017,43,,,T13:149,R1:4005_S9:66
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1983,68,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1983,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1983,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1983,18,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1983,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1983,12,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1983,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1983,12,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1983,6,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1983,6,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1983,6,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1983,68,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1984,69,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1984,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1984,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1984,21,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1984,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1984,11,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1984,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1984,9,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1984,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1984,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1984,7,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1984,69,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1985,66,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1985,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1985,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1985,12,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1985,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1985,10,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1985,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1985,16,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1985,13,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1985,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1985,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1985,66,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1986,54,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1986,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1986,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1986,10,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1986,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1986,14,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1986,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1986,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1986,10,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1986,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1986,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1986,54,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1987,59,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1987,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1987,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1987,22,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1987,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1987,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1987,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1987,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1987,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1987,10,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1987,9,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1987,59,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1988,51,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1988,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1988,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1988,25,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1988,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1988,8,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1988,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1988,7,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1988,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1988,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1988,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1988,51,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1989,67,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1989,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1989,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1989,31,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1989,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1989,10,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1989,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1989,11,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1989,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1989,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1989,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1989,67,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1990,57,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1990,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1990,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1990,24,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1990,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1990,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1990,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1990,9,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1990,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1990,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1990,9,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1990,57,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1991,46,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1991,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1991,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1991,13,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1991,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1991,10,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1991,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1991,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1991,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1991,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1991,7,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1991,46,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1992,42,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1992,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1992,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1992,17,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1992,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1992,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1992,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1992,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1992,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1992,7,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1992,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1992,42,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1993,43,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1993,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1993,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1993,15,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1993,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1993,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1993,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1993,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1993,3,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1993,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1993,7,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1993,43,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1994,28,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1994,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1994,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1994,12,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1994,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1994,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1994,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1994,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1994,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1994,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1994,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1994,28,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1995,37,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1995,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1995,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1995,11,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1995,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1995,6,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1995,0,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1995,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1995,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1995,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1995,9,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1995,37,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_TOTAL,1996,36,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_1,1996,6,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_2,1996,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_3,1996,6,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_4,1996,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_5,1996,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_6,1996,1,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_7,1996,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_8,1996,2,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_9,1996,5,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC2_0,1996,4,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1996,36,,,T13:149_I1:462,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_TOTAL,1997,42,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_A,1997,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_B,1997,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_C,1997,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_D,1997,7,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_E,1997,1,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_F,1997,10,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_G,1997,4,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_H,1997,1,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_I,1997,4,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_J,1997,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_K,1997,4,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_L,1997,6,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_M,1997,1,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_N,1997,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_O,1997,1,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_P,1997,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_Q,1997,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_X,1997,3,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_AGGREGATE_TOTAL,1997,42,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_TOTAL,1998,31,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_A,1998,1,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_B,1998,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_C,1998,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_D,1998,6,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_E,1998,1,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_F,1998,5,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_G,1998,5,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_H,1998,0,,,T13:149,
SVN,INJ_FATL_ECO_NB,FF:452,ECO_ISIC3_I,1998,5,,,T13:149,
